booking_id,booking_date,hotel_type,location,demand,star_rating,ac_type,lead_time,stay_duration,price_per_night,total_cost,is_canceled
45425,2025-11-16,Resort,Darjeeling,High,3,ac,47,2,2901,5802,0
45426,2025-03-13,City,Mumbai,Very High,3,ac,96,4,4011,16044,0
45427,2024-06-12,City,Pune,High,normal,nonac,98,7,567,3969,0
45428,2025-05-13,City,Mumbai,Very High,normal,nonac,9,1,885,885,0
45429,2025-03-15,City,Kolkata,High,3,ac,18,8,2084,16672,0
45430,2025-07-19,City,Hyderabad,High,normal,ac,19,6,1459,8754,0
45431,2024-01-17,City,Pune,High,3,ac,20,8,2882,23056,0
45432,2025-05-04,City,Chennai,High,normal,ac,43,6,1379,8274,1
45433,2024-06-20,City,Kochi,Medium,normal,ac,59,9,850,7650,1
45434,2025-12-19,City,Kolkata,High,normal,nonac,45,4,605,2420,1
45435,2025-01-06,Resort,Andaman Islands,High,normal,ac,32,5,1242,6210,0
45436,2024-10-26,City,Mumbai,Very High,4,nonac,71,9,5434,48906,1
45437,2025-12-23,City,Lucknow,Medium,5,ac,96,5,7890,39450,1
45438,2025-07-26,Resort,Coorg,High,3,nonac,81,2,1806,3612,0
45439,2025-06-25,Resort,Rishikesh,High,4,ac,20,9,5695,51255,1
45440,2025-12-25,City,Kochi,Medium,normal,ac,9,8,599,4792,1
45441,2024-07-08,Resort,Goa,Very High,3,nonac,65,6,2953,17718,0
45442,2025-04-08,Resort,Lonavala,Medium,normal,ac,5,5,737,3685,0
45443,2024-12-29,City,Pune,High,5,ac,59,3,8918,26754,1
45444,2024-11-07,Resort,Manali,Very High,normal,ac,10,4,2228,8912,1
45445,2024-12-02,City,Indore,Low,3,ac,57,6,1481,8886,1
45446,2024-07-07,Resort,Munnar,High,normal,ac,36,4,843,3372,0
45447,2024-04-13,City,Pune,High,normal,nonac,67,6,753,4518,1
45448,2025-11-06,City,Surat,Medium,4,ac,60,1,2980,2980,1
45449,2024-11-09,Resort,Shimla,Very High,normal,nonac,65,2,1270,2540,0
45450,2025-09-09,City,Bengaluru,Very High,normal,ac,91,8,1872,14976,0
45451,2025-09-01,City,Indore,Low,5,ac,34,8,6070,48560,1
45452,2025-03-07,Resort,Ooty,High,normal,ac,19,7,1508,10556,0
45453,2024-11-28,City,Chandigarh,Medium,4,ac,71,4,3518,14072,0
45454,2024-06-12,Resort,Goa,Very High,5,ac,67,9,16736,150624,0
45455,2024-06-26,City,Chennai,High,4,ac,53,5,6266,31330,1
45456,2025-03-16,Resort,Coorg,High,normal,ac,12,8,1348,10784,0
45457,2025-05-28,City,Hyderabad,High,normal,ac,9,8,1345,10760,0
45458,2025-01-25,City,Surat,Medium,normal,nonac,1,8,629,5032,0
45459,2024-10-30,City,Surat,Medium,4,ac,83,9,5102,45918,0
45460,2025-06-13,Resort,Coorg,High,normal,nonac,36,5,893,4465,0
45461,2024-12-11,City,Bhopal,Low,normal,ac,62,8,413,3304,0
45462,2024-02-26,City,Mumbai,Very High,3,ac,14,7,3331,23317,0
45463,2024-10-01,City,Bhopal,Low,3,ac,14,8,1237,9896,0
45464,2025-09-08,City,Delhi,Very High,3,ac,24,4,3800,15200,1
45465,2025-01-12,City,Lucknow,Medium,3,ac,43,8,2323,18584,1
45466,2025-07-14,Resort,Udaipur,Very High,3,nonac,15,5,2439,12195,0
45467,2025-09-04,City,Ahmedabad,Medium,3,ac,13,8,1769,14152,0
45468,2024-12-23,City,Mumbai,Very High,5,ac,44,4,14935,59740,1
45469,2024-08-31,Resort,Andaman Islands,High,4,ac,56,3,5679,17037,0
45470,2025-10-01,Resort,Kasauli,Medium,3,ac,43,1,2205,2205,0
45471,2025-03-18,Resort,Shimla,Very High,normal,ac,49,6,1753,10518,1
45472,2025-05-18,Resort,Rishikesh,High,5,ac,49,5,8087,40435,0
45473,2024-09-29,City,Chandigarh,Medium,4,nonac,79,9,2580,23220,1
45474,2025-06-22,Resort,Munnar,High,normal,ac,67,7,946,6622,0
45475,2025-06-27,City,Delhi,Very High,4,ac,75,3,5828,17484,1
45476,2025-09-01,Resort,Shimla,Very High,3,nonac,3,5,1856,9280,0
45477,2025-10-25,City,Kolkata,High,normal,ac,43,2,1485,2970,0
45478,2024-04-02,City,Hyderabad,High,4,ac,84,4,6515,26060,0
45479,2025-05-29,Resort,Goa,Very High,3,ac,21,6,4320,25920,1
45480,2024-02-01,Resort,Goa,Very High,5,ac,53,2,18988,37976,0
45481,2024-02-11,Resort,Mussoorie,Medium,normal,nonac,79,2,515,1030,0
45482,2024-08-28,City,Delhi,Very High,5,nonac,47,7,8223,57561,0
45483,2025-03-08,City,Pune,High,normal,ac,22,8,870,6960,1
45484,2025-10-22,Resort,Coorg,High,normal,ac,14,9,925,8325,0
45485,2025-01-06,City,Delhi,Very High,3,ac,60,9,3973,35757,1
45486,2024-10-28,Resort,Lonavala,Medium,4,nonac,50,4,1985,7940,0
45487,2025-02-20,City,Pune,High,normal,ac,42,3,1267,3801,0
45488,2025-07-31,City,Bengaluru,Very High,5,nonac,72,1,13641,13641,0
45489,2024-02-17,Resort,Manali,Very High,4,nonac,15,7,4065,28455,0
45490,2024-08-25,Resort,Manali,Very High,3,ac,65,2,2714,5428,0
45491,2025-02-18,Resort,Udaipur,Very High,3,ac,45,8,3824,30592,0
45492,2024-01-03,City,Mumbai,Very High,4,nonac,2,9,4568,41112,1
45493,2025-10-18,Resort,Manali,Very High,4,ac,93,1,9056,9056,0
45494,2025-06-13,Resort,Andaman Islands,High,4,nonac,16,6,5041,30246,0
45495,2025-04-15,Resort,Ooty,High,3,ac,20,9,2129,19161,0
45496,2024-04-13,Resort,Udaipur,Very High,4,ac,76,4,8596,34384,1
45497,2024-07-07,Resort,Andaman Islands,High,4,ac,34,2,5591,11182,1
45498,2024-06-05,City,Kochi,Medium,3,ac,55,4,1793,7172,0
45499,2024-06-24,Resort,Goa,Very High,5,nonac,30,3,12837,38511,0
45500,2025-09-01,Resort,Shimla,Very High,3,ac,29,7,3979,27853,1
45501,2024-12-23,Resort,Andaman Islands,High,5,nonac,98,6,6777,40662,0
45502,2024-03-11,Resort,Goa,Very High,4,ac,29,5,6168,30840,0
45503,2025-01-22,Resort,Udaipur,Very High,normal,ac,97,1,1904,1904,0
45504,2024-10-04,Resort,Andaman Islands,High,3,nonac,86,7,2079,14553,0
45505,2024-09-25,City,Kochi,Medium,4,nonac,17,4,2029,8116,1
45506,2025-04-20,City,Mumbai,Very High,3,ac,46,7,3736,26152,1
45507,2024-11-18,Resort,Ooty,High,5,ac,52,6,11297,67782,0
45508,2025-07-23,City,Jaipur,Medium,3,ac,53,3,2320,6960,1
45509,2025-08-30,City,Delhi,Very High,5,nonac,53,1,9706,9706,0
45510,2024-12-28,Resort,Shimla,Very High,normal,ac,17,4,2089,8356,0
45511,2024-02-06,Resort,Mahabaleshwar,Medium,5,ac,90,9,9467,85203,0
45512,2025-04-22,Resort,Coorg,High,3,ac,12,2,2520,5040,1
45513,2024-12-15,Resort,Shimla,Very High,normal,ac,4,8,2023,16184,0
45514,2024-12-07,City,Ahmedabad,Medium,3,ac,23,8,2046,16368,0
45515,2024-01-25,City,Hyderabad,High,5,nonac,49,9,9153,82377,1
45516,2025-09-11,Resort,Goa,Very High,5,nonac,23,7,10405,72835,0
45517,2025-01-01,Resort,Lonavala,Medium,normal,nonac,54,9,463,4167,1
45518,2025-06-24,City,Kochi,Medium,3,ac,58,8,2193,17544,0
45519,2024-12-24,City,Ahmedabad,Medium,5,ac,63,6,6978,41868,1
45520,2024-02-26,Resort,Lonavala,Medium,normal,ac,7,6,778,4668,1
45521,2024-06-10,Resort,Shimla,Very High,5,nonac,44,3,8213,24639,0
45522,2025-01-22,City,Chennai,High,3,ac,38,7,3294,23058,1
45523,2024-07-18,City,Chennai,High,normal,ac,51,3,1548,4644,0
45524,2025-06-22,City,Delhi,Very High,3,ac,31,9,3124,28116,0
45525,2024-07-21,City,Pune,High,4,ac,20,8,5165,41320,0
45526,2025-05-25,City,Delhi,Very High,5,ac,75,9,13163,118467,0
45527,2024-09-21,City,Chandigarh,Medium,normal,ac,32,3,787,2361,1
45528,2025-03-07,City,Chennai,High,4,ac,10,2,7091,14182,1
45529,2024-05-02,City,Ahmedabad,Medium,5,ac,68,8,6754,54032,1
45530,2025-07-27,City,Chennai,High,5,ac,93,2,8788,17576,1
45531,2025-04-08,City,Delhi,Very High,3,ac,36,8,3286,26288,0
45532,2024-10-27,Resort,Coorg,High,5,nonac,63,2,7959,15918,1
45533,2025-07-09,City,Kolkata,High,normal,ac,95,8,1412,11296,0
45534,2024-04-10,Resort,Mussoorie,Medium,4,ac,41,4,3522,14088,1
45535,2025-01-31,Resort,Andaman Islands,High,3,ac,13,6,2255,13530,1
45536,2024-09-05,City,Bengaluru,Very High,4,ac,89,6,5067,30402,1
45537,2024-12-02,City,Chennai,High,normal,ac,36,5,1423,7115,0
45538,2025-05-15,Resort,Goa,Very High,4,ac,78,9,8027,72243,0
45539,2025-01-07,City,Indore,Low,4,ac,8,3,2165,6495,0
45540,2025-06-25,City,Mumbai,Very High,normal,ac,13,6,1912,11472,1
45541,2024-02-05,Resort,Darjeeling,High,3,nonac,18,4,2235,8940,1
45542,2025-02-02,City,Bengaluru,Very High,normal,ac,44,2,2312,4624,0
45543,2024-12-11,Resort,Munnar,High,5,nonac,97,8,5982,47856,0
45544,2024-07-24,Resort,Udaipur,Very High,5,nonac,56,4,12311,49244,0
45545,2025-11-15,City,Kolkata,High,3,ac,16,3,2398,7194,1
45546,2024-03-02,City,Ahmedabad,Medium,4,nonac,70,3,3156,9468,0
45547,2024-07-14,Resort,Andaman Islands,High,4,ac,72,1,4215,4215,1
45548,2024-02-03,Resort,Coorg,High,5,nonac,85,5,7360,36800,0
45549,2025-10-06,City,Chandigarh,Medium,normal,ac,52,5,981,4905,0
45550,2025-12-12,City,Jaipur,Medium,4,ac,60,5,4147,20735,1
45551,2025-08-29,City,Surat,Medium,normal,nonac,6,3,422,1266,0
45552,2024-06-10,City,Kolkata,High,4,nonac,64,8,4712,37696,0
45553,2025-03-05,City,Delhi,Very High,5,nonac,74,8,9591,76728,0
45554,2025-05-07,City,Kolkata,High,normal,ac,91,2,1548,3096,0
45555,2024-07-19,Resort,Rishikesh,High,4,nonac,53,7,4366,30562,1
45556,2024-09-25,Resort,Shimla,Very High,3,nonac,23,5,2475,12375,0
45557,2024-02-16,Resort,Lonavala,Medium,normal,ac,4,3,896,2688,0
45558,2024-09-03,Resort,Shimla,Very High,normal,nonac,52,4,1292,5168,0
45559,2024-10-10,City,Hyderabad,High,3,ac,11,7,3585,25095,1
45560,2025-11-05,City,Hyderabad,High,5,nonac,44,7,7966,55762,0
45561,2025-12-25,Resort,Coorg,High,4,ac,26,1,4606,4606,1
45562,2025-01-17,City,Ahmedabad,Medium,normal,ac,20,6,742,4452,0
45563,2025-11-26,City,Kochi,Medium,normal,ac,6,2,719,1438,0
45564,2025-11-25,City,Kolkata,High,5,ac,56,1,13546,13546,1
45565,2025-12-07,City,Pune,High,4,ac,45,1,6290,6290,0
45566,2024-02-21,City,Pune,High,normal,ac,46,8,1346,10768,0
45567,2025-05-12,City,Bengaluru,Very High,3,nonac,22,3,1758,5274,1
45568,2024-11-05,City,Mumbai,Very High,normal,nonac,93,4,1418,5672,0
45569,2025-04-09,Resort,Munnar,High,5,ac,90,4,13378,53512,1
45570,2025-11-03,City,Hyderabad,High,normal,ac,17,5,1329,6645,0
45571,2024-03-19,Resort,Manali,Very High,normal,nonac,91,8,1051,8408,0
45572,2024-05-12,Resort,Mahabaleshwar,Medium,4,ac,20,6,5184,31104,1
45573,2024-07-24,Resort,Rishikesh,High,4,ac,30,2,6242,12484,1
45574,2024-11-20,Resort,Manali,Very High,3,ac,82,4,2529,10116,0
45575,2024-09-12,City,Ahmedabad,Medium,3,ac,38,4,1789,7156,1
45576,2025-01-31,Resort,Shimla,Very High,3,ac,69,9,2779,25011,0
45577,2024-07-11,Resort,Darjeeling,High,4,ac,61,8,4786,38288,0
45578,2025-06-26,City,Chandigarh,Medium,3,nonac,15,9,1376,12384,1
45579,2025-09-03,Resort,Munnar,High,normal,ac,38,9,921,8289,0
45580,2024-05-15,City,Delhi,Very High,3,ac,31,9,2579,23211,1
45581,2025-03-02,City,Pune,High,5,ac,17,5,10065,50325,0
45582,2024-07-07,Resort,Goa,Very High,3,ac,15,9,4175,37575,0
45583,2024-08-21,City,Delhi,Very High,3,ac,14,8,2655,21240,0
45584,2025-09-17,City,Hyderabad,High,4,nonac,56,3,2881,8643,0
45585,2024-11-17,Resort,Udaipur,Very High,3,ac,60,9,4455,40095,0
45586,2025-05-27,City,Bengaluru,Very High,4,nonac,20,5,3996,19980,0
45587,2024-08-03,Resort,Coorg,High,5,nonac,46,6,9944,59664,0
45588,2024-09-08,Resort,Lonavala,Medium,3,nonac,41,7,1356,9492,0
45589,2024-10-03,Resort,Andaman Islands,High,normal,ac,65,4,1161,4644,0
45590,2025-06-29,Resort,Munnar,High,normal,nonac,13,6,570,3420,0
45591,2024-08-17,Resort,Coorg,High,4,ac,93,4,4350,17400,1
45592,2024-08-13,Resort,Darjeeling,High,4,nonac,44,3,4803,14409,1
45593,2025-02-21,City,Mumbai,Very High,3,ac,65,3,3062,9186,1
45594,2024-03-09,City,Kochi,Medium,5,ac,80,3,6063,18189,0
45595,2024-08-21,City,Hyderabad,High,4,ac,14,3,4830,14490,0
45596,2024-03-12,Resort,Ooty,High,normal,nonac,10,1,763,763,0
45597,2024-02-02,Resort,Mussoorie,Medium,3,ac,86,1,2164,2164,0
45598,2025-03-31,Resort,Darjeeling,High,normal,nonac,59,4,774,3096,0
45599,2024-06-19,Resort,Munnar,High,4,ac,72,7,4125,28875,1
45600,2025-03-29,Resort,Goa,Very High,normal,ac,37,2,1869,3738,0
45601,2025-02-20,Resort,Goa,Very High,4,ac,93,5,5095,25475,0
45602,2024-11-20,City,Delhi,Very High,5,ac,56,2,11698,23396,1
45603,2024-03-02,City,Ahmedabad,Medium,normal,nonac,84,6,437,2622,0
45604,2024-10-14,City,Pune,High,3,ac,7,5,2987,14935,0
45605,2024-04-03,City,Hyderabad,High,4,ac,48,8,6296,50368,0
45606,2024-10-07,City,Chennai,High,4,ac,53,5,4691,23455,1
45607,2025-04-29,Resort,Coorg,High,3,ac,14,7,2169,15183,0
45608,2025-10-12,City,Surat,Medium,normal,ac,50,2,636,1272,0
45609,2025-12-09,City,Surat,Medium,normal,nonac,33,8,515,4120,1
45610,2025-08-31,Resort,Shimla,Very High,5,nonac,34,5,9000,45000,1
45611,2024-01-17,City,Chennai,High,4,nonac,61,2,3332,6664,0
45612,2024-04-08,Resort,Mussoorie,Medium,5,nonac,52,6,4519,27114,1
45613,2025-07-16,Resort,Kasauli,Medium,3,ac,97,1,2294,2294,1
45614,2025-11-05,Resort,Udaipur,Very High,3,ac,82,3,2786,8358,0
45615,2024-03-05,Resort,Ooty,High,3,ac,48,5,3426,17130,0
45616,2024-08-07,Resort,Goa,Very High,3,ac,18,2,3086,6172,0
45617,2024-12-06,City,Bengaluru,Very High,4,ac,12,4,7363,29452,0
45618,2024-05-23,Resort,Darjeeling,High,normal,nonac,78,3,979,2937,0
45619,2024-12-17,City,Lucknow,Medium,normal,ac,16,8,706,5648,0
45620,2025-11-17,City,Pune,High,4,ac,49,7,4396,30772,1
45621,2024-02-23,City,Lucknow,Medium,4,ac,25,1,5197,5197,0
45622,2024-10-21,Resort,Munnar,High,4,ac,65,5,6093,30465,1
45623,2025-06-06,Resort,Ooty,High,4,nonac,79,7,4716,33012,1
45624,2024-10-05,Resort,Mahabaleshwar,Medium,3,ac,48,7,1830,12810,0
45625,2025-03-24,City,Kolkata,High,normal,nonac,89,7,742,5194,1
45626,2025-04-29,City,Hyderabad,High,4,ac,28,6,6839,41034,1
45627,2024-12-12,Resort,Manali,Very High,5,ac,64,6,18654,111924,1
45628,2025-03-09,Resort,Munnar,High,normal,ac,24,7,1171,8197,1
45629,2024-07-31,City,Pune,High,3,nonac,27,5,2430,12150,0
45630,2025-10-08,City,Delhi,Very High,3,ac,26,7,2688,18816,1
45631,2024-12-22,City,Kochi,Medium,3,ac,27,7,1788,12516,0
45632,2024-10-06,City,Delhi,Very High,normal,nonac,85,4,934,3736,0
45633,2025-06-13,Resort,Darjeeling,High,3,ac,96,8,2219,17752,0
45634,2024-12-07,City,Bengaluru,Very High,3,ac,24,3,4060,12180,1
45635,2025-12-18,City,Chennai,High,normal,ac,65,4,1274,5096,1
45636,2024-04-21,City,Delhi,Very High,3,nonac,40,4,2595,10380,0
45637,2024-06-19,Resort,Munnar,High,normal,nonac,42,4,630,2520,0
45638,2024-04-02,City,Surat,Medium,normal,nonac,78,7,520,3640,1
45639,2024-09-20,City,Hyderabad,High,5,ac,68,7,8128,56896,1
45640,2024-05-12,Resort,Manali,Very High,4,ac,68,5,7856,39280,0
45641,2025-07-10,Resort,Shimla,Very High,3,nonac,16,8,2968,23744,0
45642,2024-09-23,Resort,Goa,Very High,3,nonac,84,2,2385,4770,0
45643,2024-09-02,City,Hyderabad,High,3,ac,96,8,2733,21864,0
45644,2024-12-25,Resort,Munnar,High,4,ac,38,6,6786,40716,1
45645,2024-02-29,City,Lucknow,Medium,normal,nonac,43,4,624,2496,1
45646,2025-11-25,City,Bhopal,Low,normal,ac,97,6,465,2790,0
45647,2025-06-29,Resort,Kasauli,Medium,5,ac,77,3,7644,22932,0
45648,2025-09-27,City,Kochi,Medium,normal,nonac,81,6,441,2646,0
45649,2024-07-13,City,Jaipur,Medium,normal,nonac,92,5,396,1980,0
45650,2024-07-15,Resort,Andaman Islands,High,3,ac,27,3,2981,8943,0
45651,2024-12-09,City,Kolkata,High,3,nonac,17,7,1817,12719,1
45652,2025-05-01,Resort,Manali,Very High,3,nonac,73,9,3235,29115,0
45653,2024-01-01,Resort,Darjeeling,High,5,nonac,93,8,9742,77936,0
45654,2025-03-01,Resort,Kodaikanal,Low,normal,ac,2,3,503,1509,1
45655,2024-05-07,Resort,Kasauli,Medium,3,ac,91,5,2050,10250,0
45656,2025-05-22,Resort,Kasauli,Medium,4,ac,31,9,4935,44415,0
45657,2024-11-11,Resort,Rishikesh,High,normal,ac,64,5,995,4975,0
45658,2025-11-06,Resort,Coorg,High,4,ac,26,8,6729,53832,1
45659,2024-08-17,Resort,Ooty,High,3,ac,75,7,2197,15379,1
45660,2024-08-28,Resort,Coorg,High,4,ac,74,4,4420,17680,0
45661,2024-07-18,City,Surat,Medium,3,ac,11,3,2207,6621,0
45662,2024-07-23,Resort,Andaman Islands,High,3,ac,27,3,2870,8610,0
45663,2024-10-28,City,Chennai,High,3,ac,83,7,3113,21791,0
45664,2024-06-04,City,Mumbai,Very High,normal,ac,80,7,1800,12600,1
45665,2024-06-17,City,Surat,Medium,3,ac,25,3,1904,5712,1
45666,2024-10-01,Resort,Lonavala,Medium,4,ac,92,3,3395,10185,0
45667,2024-02-14,Resort,Andaman Islands,High,5,ac,85,9,11397,102573,0
45668,2024-10-14,Resort,Shimla,Very High,4,nonac,39,3,6371,19113,0
45669,2025-01-11,Resort,Rishikesh,High,4,nonac,95,2,3645,7290,0
45670,2024-01-13,Resort,Munnar,High,3,nonac,12,8,2028,16224,0
45671,2025-08-07,City,Delhi,Very High,normal,ac,19,9,2084,18756,0
45672,2025-10-30,City,Jaipur,Medium,4,ac,78,9,4110,36990,0
45673,2025-03-23,City,Surat,Medium,4,nonac,47,5,3441,17205,0
45674,2024-12-24,City,Kolkata,High,normal,ac,30,5,1086,5430,1
45675,2024-08-13,Resort,Udaipur,Very High,3,nonac,97,7,2429,17003,1
45676,2025-01-17,City,Hyderabad,High,5,nonac,33,3,9571,28713,0
45677,2025-12-01,Resort,Rishikesh,High,5,ac,25,9,12975,116775,0
45678,2025-08-11,Resort,Manali,Very High,3,nonac,93,5,2868,14340,0
45679,2024-07-22,City,Bengaluru,Very High,4,nonac,87,2,3782,7564,1
45680,2024-05-17,City,Delhi,Very High,normal,ac,38,2,1885,3770,1
45681,2024-08-24,City,Bengaluru,Very High,3,ac,71,4,3225,12900,0
45682,2024-12-09,City,Surat,Medium,4,ac,50,1,3044,3044,0
45683,2025-12-08,Resort,Andaman Islands,High,4,ac,14,2,6604,13208,0
45684,2025-04-05,City,Lucknow,Medium,4,ac,85,3,5042,15126,1
45685,2025-12-22,Resort,Lonavala,Medium,4,nonac,31,4,3361,13444,0
45686,2025-10-15,Resort,Ooty,High,3,ac,61,6,3485,20910,0
45687,2024-12-01,City,Chandigarh,Medium,5,ac,3,1,5885,5885,1
45688,2024-03-22,City,Kochi,Medium,3,ac,82,1,2017,2017,1
45689,2025-07-13,Resort,Lonavala,Medium,5,ac,16,6,8629,51774,0
45690,2025-09-22,City,Surat,Medium,normal,ac,15,1,1032,1032,0
45691,2024-09-26,City,Jaipur,Medium,4,nonac,2,8,2953,23624,0
45692,2025-11-26,Resort,Darjeeling,High,3,ac,43,4,3471,13884,1
45693,2024-10-14,City,Kolkata,High,4,nonac,27,1,3651,3651,0
45694,2025-06-28,Resort,Manali,Very High,normal,nonac,89,5,1272,6360,0
45695,2024-06-20,City,Bengaluru,Very High,normal,nonac,26,3,1143,3429,1
45696,2024-09-14,City,Bengaluru,Very High,normal,ac,61,2,1477,2954,0
45697,2024-08-01,Resort,Ooty,High,3,ac,52,8,3483,27864,0
45698,2024-04-16,City,Bengaluru,Very High,3,nonac,5,4,2099,8396,0
45699,2025-04-14,City,Kochi,Medium,3,nonac,39,6,1430,8580,0
45700,2024-11-14,Resort,Manali,Very High,3,ac,43,8,2961,23688,1
45701,2024-03-14,City,Hyderabad,High,3,ac,36,5,3320,16600,1
45702,2024-02-05,City,Lucknow,Medium,5,ac,33,5,7875,39375,0
45703,2024-06-30,City,Chennai,High,3,ac,14,8,3259,26072,0
45704,2024-06-26,City,Kochi,Medium,3,ac,55,9,2030,18270,0
45705,2025-05-09,Resort,Manali,Very High,3,nonac,94,8,3080,24640,0
45706,2025-07-20,City,Chandigarh,Medium,5,ac,5,4,9144,36576,1
45707,2024-10-13,Resort,Rishikesh,High,3,nonac,34,3,1683,5049,0
45708,2024-07-17,City,Kochi,Medium,3,ac,68,8,2550,20400,1
45709,2024-07-06,Resort,Ooty,High,3,ac,27,9,2862,25758,0
45710,2025-06-14,City,Bengaluru,Very High,3,ac,16,3,3520,10560,0
45711,2024-11-26,Resort,Mussoorie,Medium,3,ac,64,4,1412,5648,0
45712,2025-10-09,Resort,Coorg,High,4,nonac,12,9,4441,39969,0
45713,2024-12-06,City,Delhi,Very High,3,nonac,59,2,2450,4900,0
45714,2024-01-06,City,Pune,High,normal,ac,28,8,1160,9280,0
45715,2025-09-17,City,Kolkata,High,4,ac,44,3,4491,13473,1
45716,2024-06-29,Resort,Shimla,Very High,4,nonac,12,1,6388,6388,1
45717,2025-03-24,Resort,Coorg,High,normal,nonac,12,7,742,5194,0
45718,2025-03-20,Resort,Ooty,High,4,ac,93,6,7021,42126,1
45719,2024-08-04,Resort,Rishikesh,High,5,ac,45,5,11316,56580,0
45720,2025-04-10,City,Delhi,Very High,normal,ac,97,8,1263,10104,0
45721,2024-01-30,City,Mumbai,Very High,5,ac,36,1,15671,15671,1
45722,2024-04-03,Resort,Andaman Islands,High,normal,ac,5,3,1033,3099,0
45723,2025-11-10,City,Kolkata,High,5,ac,3,1,8534,8534,0
45724,2024-09-13,City,Ahmedabad,Medium,3,nonac,3,2,1720,3440,1
45725,2025-08-18,Resort,Udaipur,Very High,4,ac,88,3,8556,25668,0
45726,2024-12-28,City,Surat,Medium,normal,nonac,26,9,636,5724,1
45727,2025-07-28,City,Hyderabad,High,normal,ac,32,2,988,1976,1
45728,2025-05-21,Resort,Kodaikanal,Low,5,nonac,84,6,4417,26502,0
45729,2025-10-06,City,Pune,High,5,ac,50,8,13774,110192,0
45730,2024-05-04,City,Chandigarh,Medium,3,ac,90,4,2323,9292,0
45731,2025-06-20,City,Lucknow,Medium,3,nonac,35,8,1738,13904,0
45732,2025-03-14,Resort,Goa,Very High,normal,nonac,54,8,1430,11440,1
45733,2024-01-03,City,Pune,High,5,ac,77,8,10117,80936,0
45734,2024-12-17,City,Chennai,High,5,ac,69,6,9948,59688,1
45735,2024-02-16,Resort,Mahabaleshwar,Medium,normal,ac,84,4,777,3108,0
45736,2025-08-29,City,Hyderabad,High,3,ac,61,2,2784,5568,0
45737,2024-12-12,City,Indore,Low,5,ac,84,5,6929,34645,0
45738,2024-10-23,City,Mumbai,Very High,normal,ac,7,5,2326,11630,0
45739,2025-11-19,City,Surat,Medium,5,ac,39,4,5771,23084,1
45740,2024-04-29,Resort,Udaipur,Very High,normal,ac,7,9,1470,13230,1
45741,2025-08-16,Resort,Darjeeling,High,normal,ac,71,3,1218,3654,0
45742,2025-06-05,City,Ahmedabad,Medium,normal,ac,79,9,662,5958,0
45743,2024-02-06,Resort,Mussoorie,Medium,4,ac,8,7,3796,26572,1
45744,2025-10-18,Resort,Goa,Very High,normal,nonac,85,7,967,6769,0
45745,2024-08-16,City,Mumbai,Very High,normal,nonac,6,2,1110,2220,0
45746,2024-03-07,City,Mumbai,Very High,4,nonac,9,5,3991,19955,0
45747,2025-10-15,Resort,Darjeeling,High,4,ac,10,9,6980,62820,1
45748,2024-12-31,City,Chandigarh,Medium,5,nonac,96,2,6053,12106,0
45749,2025-01-10,Resort,Manali,Very High,3,ac,93,3,2628,7884,1
45750,2025-01-31,Resort,Goa,Very High,normal,ac,64,4,1326,5304,1
45751,2025-11-21,City,Pune,High,normal,nonac,32,6,1007,6042,0
45752,2024-09-19,City,Delhi,Very High,4,ac,73,9,7765,69885,1
45753,2024-01-07,City,Chennai,High,5,ac,62,1,12734,12734,1
45754,2024-08-03,City,Kolkata,High,4,ac,49,6,4004,24024,1
45755,2025-02-04,City,Jaipur,Medium,3,ac,40,1,2553,2553,1
45756,2025-10-24,Resort,Goa,Very High,4,nonac,16,9,4165,37485,1
45757,2025-07-18,City,Delhi,Very High,normal,ac,94,3,1960,5880,0
45758,2025-06-19,Resort,Munnar,High,4,nonac,57,4,3799,15196,0
45759,2024-04-01,City,Delhi,Very High,normal,nonac,33,2,1454,2908,1
45760,2025-11-05,Resort,Shimla,Very High,5,ac,99,1,14029,14029,0
45761,2024-10-03,Resort,Manali,Very High,3,ac,72,2,4242,8484,1
45762,2024-12-03,Resort,Shimla,Very High,3,nonac,7,9,2189,19701,0
45763,2024-05-19,City,Bengaluru,Very High,3,ac,10,9,4301,38709,0
45764,2024-08-07,City,Surat,Medium,4,nonac,20,9,3328,29952,0
45765,2025-10-27,City,Surat,Medium,normal,ac,70,5,856,4280,1
45766,2024-10-24,City,Chennai,High,normal,ac,22,7,903,6321,0
45767,2025-12-23,Resort,Kodaikanal,Low,4,ac,11,8,3101,24808,0
45768,2024-05-04,Resort,Kasauli,Medium,5,ac,22,9,7196,64764,0
45769,2024-10-23,Resort,Udaipur,Very High,4,ac,49,9,7655,68895,1
45770,2025-08-16,Resort,Darjeeling,High,normal,ac,8,8,967,7736,1
45771,2024-05-01,Resort,Andaman Islands,High,3,nonac,29,4,2260,9040,0
45772,2024-12-22,Resort,Mahabaleshwar,Medium,normal,nonac,64,1,409,409,0
45773,2025-09-04,City,Pune,High,4,nonac,39,2,3878,7756,1
45774,2024-07-10,City,Indore,Low,normal,ac,82,4,377,1508,0
45775,2024-04-26,Resort,Manali,Very High,3,ac,60,5,3627,18135,1
45776,2024-09-06,Resort,Darjeeling,High,4,nonac,35,7,3782,26474,0
45777,2024-11-12,City,Lucknow,Medium,3,ac,89,5,2498,12490,1
45778,2024-01-26,City,Delhi,Very High,3,ac,37,2,3083,6166,0
45779,2025-01-26,City,Chennai,High,5,ac,51,2,12497,24994,1
